entity_id,entity_name,fiscal_year,statement_line,metric_type,proxy_value,revenue_coverage,scaled_proxy_value,reported_value,variance,variance_pct,variance_pp,implied_coverage,coverage_deviation,material,direction,source
E01,BHP Group,FY2024,EBITDA margin proxy,ratio,0.7680668870667559,114.6410058244546,0.7680668870667559,0.4102195551403212,-0.35784733192643464,-0.465906469803759,-35.784733192643465,,,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2024,EBITDA proxy,amount,6935848449.413294,114.6410058244546,795132642486.7238,424675200000.0,-370457442486.72375,-0.4659064698037589,,61.229019506030795,-0.4659064698037588,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2024,Net cash from operating activities,amount,6928936139.973294,114.6410058244546,794340208379.9524,517433400000.00006,-276906808379.95233,-0.34859976299663914,,74.6771783643534,-0.3485997629966392,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2024,Total revenue,amount,9030266199.733294,114.6410058244546,1035238800000.0,1035238800000.0,0.0,0.0,,114.6410058244546,0.0,False,consistent,OCR extract of published statements
E01,BHP Group,FY2025,EBITDA margin proxy,ratio,0.761532088373959,100.46124612265463,0.761532088373959,0.4877687175685693,-0.2737633708053897,-0.35949026309572274,-27.37633708053897,,,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2025,EBITDA proxy,amount,7072233338.330972,100.46124612265463,710485374038.9111,455072800000.0,-255412574038.91113,-0.35949026309572274,,64.34640632309736,-0.35949026309572274,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2025,Net cash from operating activities,amount,7063943037.6109705,100.46124612265463,709652520097.8483,478023000000.0,-231629520097.84827,-0.3263985028418003,,67.67084579459855,-0.3263985028418003,True,over-represented in data,OCR extract of published statements
E01,BHP Group,FY2025,Total revenue,amount,9286848770.130972,100.46124612265463,932968400000.0,932968400000.0,0.0,0.0,,100.46124612265463,0.0,False,consistent,OCR extract of published statements
E02,Glencore,FY2024,Net cash from operating activities,amount,1934145388.18971,,,205269600000.00003,,,,106.12935369461803,,False,consistent,OCR extract of published statements
E02,Glencore,FY2025,Cost of sales and supplier payments,amount,-894660743.37,1497.415219854517,-1339678613728.5942,-4082150800000.0,2742472186271.406,2.0471120149022575,,4562.791907716204,2.0471120149022575,True,under-represented in data,OCR extract of published statements
E02,Glencore,FY2025,Gross margin proxy,ratio,0.6812702861298295,1497.415219854517,0.6812702861298295,0.0287948593598448,-0.6524754267699847,-0.957733575137376,-65.24754267699848,,,True,over-represented in data,OCR extract of published statements
E02,Glencore,FY2025,Net cash from operating activities,amount,1772028736.72913,1497.415219854517,2653462800397.7725,183001000000.0,-2470461800397.7725,-0.9310331390466198,,103.27202725718172,-0.9310331390466198,True,over-represented in data,OCR extract of published statements
E02,Glencore,FY2025,Total revenue,amount,2806957445.2491302,1497.415219854517,4203180800000.0,4203180800000.0,0.0,0.0,,1497.415219854517,0.0,False,consistent,OCR extract of published statements
E02,Glencore,FY2026,Cost of sales and supplier payments,amount,-970775641.53,1428.5902539591743,-1386840620270.7231,-4325928799999.999,2939088179729.276,2.1192688884145467,,4456.157133467089,2.1192688884145467,True,under-represented in data,OCR extract of published statements
E02,Glencore,FY2026,Gross margin proxy,ratio,0.6870053542971186,1428.5902539591743,0.6870053542971186,0.0236855394186681,-0.6633198148784505,-0.965523500987993,-66.33198148784504,,,True,over-represented in data,OCR extract of published statements
E02,Glencore,FY2026,Net cash from operating activities,amount,2004327076.304198,1428.5902539591743,2863362126954.6636,100991799999.99998,-2762370326954.6636,-0.9647296445499158,,50.386886049666074,-0.9647296445499158,True,over-represented in data,OCR extract of published statements
E02,Glencore,FY2026,Total revenue,amount,3101572678.184198,1428.5902539591743,4430876500000.0,4430876500000.0,0.0,0.0,,1428.5902539591743,0.0,False,consistent,OCR extract of published statements
E03,Anglo American,FY2024,EBITDA proxy,amount,4671843327.291549,,,122555400000.0,,,,26.232771823504233,,False,consistent,OCR extract of published statements
E03,Anglo American,FY2024,Net cash from operating activities,amount,4666706876.681549,,,120825600000.00002,,,,25.890976912164227,,False,consistent,OCR extract of published statements
E03,Anglo American,FY2024,Taxation paid,amount,-5136450.61,,,-37218600000.0,,,,7245.976419502649,,False,consistent,OCR extract of published statements
E03,Anglo American,FY2025,EBITDA proxy,amount,3890061460.1588106,,,57566600000.0,,,,14.798378017824392,,False,consistent,OCR extract of published statements
E03,Anglo American,FY2025,Net cash from operating activities,amount,3884885183.398811,,,101283000000.0,,,,26.071040769186766,,False,consistent,OCR extract of published statements
E03,Anglo American,FY2026,Net cash from operating activities,amount,3511170773.412787,,,102441699999.99998,,,,29.1759377742908,,False,consistent,OCR extract of published statements
E05,Gold Fields,FY2026,Cost of sales and supplier payments,amount,-383669747.8,136.7085747091274,-52450944380.74837,-65886319999.99999,13435375619.251625,0.25615126243909836,,171.72664870712018,0.25615126243909847,True,under-represented in data,OCR extract of published statements
E05,Gold Fields,FY2026,Gross margin proxy,ratio,0.6651674201014263,136.7085747091274,0.6651674201014263,0.5793996320546662,-0.08576778804676011,-0.12894165507036115,-8.57677880467601,,,True,over-represented in data,OCR extract of published statements
E05,Gold Fields,FY2026,Total revenue,amount,1145855483.7053783,136.7085747091274,156648270000.0,156648270000.0,0.0,0.0,,136.7085747091274,0.0,False,consistent,OCR extract of published statements
E06,Valterra Platinum,FY2025,Net cash from operating activities,amount,19535974.999322243,,,32142000000.0,,,,1645.272375763948,,False,consistent,OCR extract of published statements
E06,Valterra Platinum,FY2025,Taxation paid,amount,-312298.32,,,-2182000000.0,,,,6986.909183501211,,False,consistent,OCR extract of published statements
E06,Valterra Platinum,FY2026,Net cash from operating activities,amount,31901755.86511242,,,31000000.0,,,,0.9717333469378538,,False,consistent,OCR extract of published statements
E06,Valterra Platinum,FY2026,Taxation paid,amount,-716235.88,,,32000000.0,,,,44.6780186438021,,False,consistent,OCR extract of published statements
E07,OUTsurance Group,FY2024,Employee costs,amount,-56313.6,,,670000000.0,,,,11897.658824866463,,False,consistent,OCR extract of published statements
E07,OUTsurance Group,FY2025,Employee costs,amount,-57149.03,,,31000000.0,,,,542.441402767466,,False,consistent,OCR extract of published statements
E10,Bid Corporation,FY2024,Net cash from operating activities,amount,812163583.9699993,67.16170795468335,54546293438.02204,15768523000.0,-38777770438.02204,-0.7109148577085828,,19.415451900614244,-0.7109148577085829,True,over-represented in data,OCR extract of published statements
E10,Bid Corporation,FY2024,Taxation paid,amount,-20837826.91,67.16170795468335,-1399504045.3396618,7.034532226169982e+24,7.034532226169981e+24,5026446511244409.0,,3.3758473263803405e+17,5026446511244409.0,True,under-represented in data,OCR extract of published statements
E10,Bid Corporation,FY2024,Total revenue,amount,3507819994.0799994,67.16170795468335,235591182000.0,235591182000.0,0.0,0.0,,67.16170795468335,0.0,False,consistent,OCR extract of published statements
E10,Bid Corporation,FY2025,Net cash from operating activities,amount,784777532.33,9.826079843498397e-07,771.1286692058226,4400.0,3628.8713307941775,4.705921950135137,,5.606684466279794e-06,4.705921950135137,True,under-represented in data,OCR extract of published statements
E10,Bid Corporation,FY2025,Taxation paid,amount,-22062195.97,9.826079843498397e-07,-21.678489912412857,6.232942194739082e+24,6.232942194739082e+24,2.8751736029224847e+23,,2.8251685386235296e+17,2.875173602922485e+23,True,under-represented in data,OCR extract of published statements
E10,Bid Corporation,FY2025,Total revenue,amount,4172569392.17,9.826079843498397e-07,4100.0,4100.0,0.0,0.0,,9.826079843498397e-07,0.0,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2024,Employee costs,amount,-11194894.7,,,462000000.0,,,,41.26881157712006,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2024,Net cash from operating activities,amount,3146738121.5100007,,,11920000000.0,,,,3.7880495737853273,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2024,Taxation paid,amount,-33539894.94,,,-1181000000.0,,,,35.211797833973776,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2025,Employee costs,amount,-10918415.72,,,24000000.0,,,,2.1981211025000245,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2025,Net cash from operating activities,amount,3130656237.440003,,,28000000.0,,,,0.008943811736703526,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2025,Taxation paid,amount,-26922075.17,,,6300000.0,,,,0.23400870698928367,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2026,Employee costs,amount,-11383454.24,,,433000000.0,,,,38.03766333759163,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2026,Net cash from operating activities,amount,2997251061.8300004,,,11920000000.0,,,,3.9769774884063698,,False,consistent,OCR extract of published statements
E11,Pepkor Holdings,FY2026,Taxation paid,amount,-30332692.65,,,6300000.0,,,,0.20769669454320602,,False,consistent,OCR extract of published statements
E12,Clicks Group,FY2024,Cost of sales and supplier payments,amount,-299789866.79999995,125.34327391411709,-37576643390.989075,-32307830000.0,-5268813390.989075,-0.14021511544196474,,107.76825229237537,-0.14021511544196463,True,over-represented in data,OCR extract of published statements
E12,Clicks Group,FY2024,Gross margin proxy,ratio,0.15672812454328253,125.34327391411709,0.15672812454328253,0.2749675879094083,0.11823946336612576,0.7544240302159194,11.823946336612575,,,True,under-represented in data,OCR extract of published statements
E12,Clicks Group,FY2024,Net cash from operating activities,amount,10006333.33000005,125.34327391411709,1254226579.4581556,5863647000.0,4609420420.541844,3.675109821491091,,585.9935709337369,3.675109821491091,True,under-represented in data,OCR extract of published statements
