row_label,column_header,value_raw,value,entity_id,entity_name,source_file,page,table_index,table_title,currency,unit_scale
,1,2026,2026.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
"Revenue
3",1,167 652,167652.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Direct expenses,1,(64 262),-64262.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Staff expenses,1,(11 082),-11082.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Publicity expenses,1,(2 257),-2257.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Net credit losses on financial assets,1,(1897),-1897.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Other operating expenses,1,(24 020),-24020.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Depreciation and amortisation,1,(24 285),-24285.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Net profit from associates and joint ventures,1,4259,4259.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Operating profit,1,44 108,44108.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Finance income,1,2061,2061.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Finance costs,1,(8 333),-8333.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Net loss on remeasurement and disposal of financial instruments,1,(676),-676.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Profit before tax,1,37 160,37160.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Taxation,1,(10 423),-10423.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Net profit,1,26 737,26737.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
Equity shareholders,1,20 647,20647.0,E17,Vodacom Group,Vodacom_Group_-_25&26.pdf,1,0,,ZAR,
